"Outra pobre vítima...","Yet another poor victim...","Otra pobre víctima..."
"Sombras estão atacando a cidade!","Shades are attacking the city!","¡Las Sombras están atacando la ciudad!"
"(Não podemos deixá-los entrar! Devemos impedi-los aqui!)","(We can't let them get in! We must stop them here!)","(¡No podemos dejar que entren! ¡Tenemos que detenerlas aquí!)."
"Acho que acabamos com todos eles.","I think that's all of 'em.","Creo que ya no quedan más."
"(Parece que nosso povo tem um novo débito com você, estrangeiro. Dessa vez, posso ter que fazer de você rei e acabar com isso.)","(It seems our people owe you another debt, outsider. At this rate, I may have to make you king and be done with it.)","(Parece que nuestra gente tiene otra deuda contigo, forastero. A este paso, más me valdría nombrarte rey y retirarme)."
"Isso não foi nada.","It's no big deal.","No es para tanto."
"Mas há algo que você deveria saber: quando vimos essa Sombra pela primeira vez, ele estava disfarçado como uma das pessoas mascaradas.","But there's something you should know: When we first saw this Shade, it was disguised as one of the Masked People.","Pero hay una cosa que debería saber: la primera vez que vimos a esta Sombra, estaba disfrazada como un enmascarado."
"(O quê!?)","(What!?)","(¡¿Qué?!)."
"(Você está dizendo que podem haver Sombras entre meu próprio povo?)","(Are you saying there may be Shades among my own people?)","(¿Estás diciendo que puede haber Sombras entre mi propio pueblo?)."
"É possível. Você provavelmente deva ficar de olho aberto.","It's possible. You probably want to keep an eye out.","Es posible. Así que quizá quiera estar ojo avizor."
"(Malditas Sombras! Não vou deixar vocês colocarem uma única garra no meu povo!)","(Cursed Shades! I won't let you lay a single claw on my people!)","(¡Malditas Sombras! ¡No dejaré que le toquéis ni un pelo a mi pueblo!)."
"(Aqui está uma pequena recompensa para você. Por favor, pegue.)","(Here's a small reward for you. Please take it.)","(Aquí tienes una pequeña recompensa. Por favor, acéptala)."
"Diga, você está disponível para discutir um assunto delicado?","Say, are you available to discuss a certain sensitive matter?","Oye, ¿tienes tiempo para hablar de un asunto delicado?"
"O que é?","What is it?","¿De qué se trata?"
"As pessoas estão dizendo que uma Sombra conseguiu entrar em nossa vila.","People are saying a Shade has managed to enter our village.","La gente dice que una Sombra se las ha arreglado para entrar en nuestra aldea."
"Estava esperando que você pudesse rastreá-lo.","I was hoping you could track it down.","Esperaba que pudierais seguirle la pista."
"Esse não é nem um lugar muito grande. Já não o teríamos visto por agora?","This isn't a very big place. Wouldn't we have seen it by now?","Esto no es demasiado grande. ¿No deberíamos haberla visto ya?"
"Eu tinha minhas próprias dúvidas no começo, mas houve muitas testemunhas para eu ignorar este assunto por mais tempo.","I had my own doubts at first, but there have been too many witnesses for me to ignore this matter any longer.","Tenía mis dudas al principio, pero hay tantos testigos que no puedo seguir ignorándolo."
"Eu vi um monstro realmente assustador!","I saw a really scary monster!","¡He visto un monstruo superterrorífico!"
"Ela também viu?","She saw it, too?","¿Ella también la ha visto?"
"Aparentemente. Não posso afirmar com certeza quem o viu ou não.","Apparently. I can't say for sure who's seen it or not.","Eso parece. No estoy seguro de quién la ha visto y quién no."
"Eu vi o monstro bem aqui!","I saw the monster right around here!","¡He visto al monstruo justo por aquí!"
"Viu, é? Você pode me dizer como era o monstro?","You did, huh? Can you tell me what the monster looked like?","¿Ah, sí? ¿Puedes decirme qué pinta tenía el monstruo?"
"Estava no rio, era enorme e assustador! ... Eu não gostei disso.","It was over at the river, and it was huge and scary! ...I didn't like it.","Estaba cerca del río, ¡y era enorme y terrorífico! No me gustó nada."
"Perto do rio, é? Vamos dar uma olhada.","Over by the river, huh? Let's go take a look.","Cerca del río, ¿no? Vamos a echar un vistazo."
"Eu vi perto do rio! Era ENORME!","I saw it near the river! It was HUGE!","¡Lo vi cerca del río! ¡Era enorme!"
"Sim, eu não sei. Não parece que uma Sombra esteve aqui.","Yeah, I don't know. Doesn't look like a Shade was ever here.","Sí, no sé. No parece que haya pasado por aquí una Sombra."
"Talvez a jovem tenha confundido o local.","Perhaps the young lass misremembered the location.","Quizá la joven damisela no recordase con claridad la ubicación."
"Sim, talvez. As crianças não são muito boas em coisas assim. Vamos perguntar a ela novamente.","Yeah, maybe. Kids aren't so great at stuff like that. Let's go ask her again.","Sí, puede ser. A los niños no se les dan muy bien estas cosas. Vamos a preguntarle otra vez."
"Nós fomos até onde você viu o monstro mas não encontramos nada. Você tem certeza que viu perto do rio?","We went over to where you saw the monster, but we couldn't find anything. Are you sure you saw it by the river?","Fuimos al lugar donde viste el monstruo, pero no encontramos nada. ¿Estás segura de que lo viste en el río?"
"Um...oh! Ah, ah! Agora lembrei!","Um...oh! Oh, oh! I remember now!","Mmm... ¡Oh! ¡Oh, oh! ¡Ya me acuerdo!"
"O vi na praça em frente à biblioteca!","I saw it in the square in front of the library!","¡Lo vi en la plaza delante de la biblioteca!"
"Ok. Vamos verificar.","Okay. Let's go check it out.","Vale. Vamos a comprobarlo."
"Eu vi atrás do portão da biblioteca!","I saw it behind the library gate!","¡Lo vi detrás de la puerta de la biblioteca!"
"Não há nada aqui. Acho que a criança errou mais uma vez.","There's nothing here. Guess the kid was wrong again.","Aquí no hay nada. Parece que la niña se ha vuelto a equivocar."
"Isso é uma perda de tempo—mesmo uma jovem menina dificilmente poderia confundir um portão de biblioteca com um rio! Talvez devêssemos perguntar a outros aldeões.","This is a fool's errand—even a young girl could hardly confuse a library gate with a river! Perhaps we should ask some of the other villagers.","Esto es un disparate, ¡hasta una niña sabe diferenciar entra la puerta de una biblioteca y un río! Deberíamos preguntar a otros aldeanos."
"Sim, acho que sim...","Yeah, I guess...","Supongo que sí..."
"Eu vi um monstro grande e assustador na praça em frente ao portão sul!","I saw a big scary monster at the square in front of the southern gate!","¡Vi a un monstruo enorme y terrorífico delante de la puerta sur!"
"Acho que vi uma Sombra alguns dias atrás, mas não tenho certeza. Seja lá o que eu vi, não era muito maior do que uma criança.","I think I saw a Shade a few days ago, but I can't be sure. Whatever I saw, it wasn't much bigger than a kid.","Creo que vi una Sombra hace unos días, pero no estoy segura. Fuera lo que fuera, no era mucho más grande que un niño."
"Vi algo perto do distrito comercial que meio que parecia uma Sombra. Sabe, se você piscasse os olhos.","I saw something near the shopping district that kinda sorta looked like a Shade. You know, if you squinted.","Vi algo cerca del distrito comercial que parecía una Sombra. Si entornabas los ojos, ya sabes."
"Uma Sombra? Ah, sim, eu a vi. Me deu um susto e tanto, deixe-me dizer! O estranho foi que parecia estar acompanhado por uma criança.","A Shade? Oh, yes, I saw it. Gave me quite a start, let me tell you! Strange thing was, it seemed to be accompanied by a child.","¿Una Sombra? Ah, sí, vi una. ¡Menudo susto me pegó! Una cosa rara, parecía que la acompañaba un niño."
"A história da garota não está batendo muito bem com o testemunho do resto dos aldeões. Acho que devemos questioná-la um pouco mais.","The girl's story is not agreeing very well with the rest of the villagers' testimony. I think we should question her a bit further.","La historia de la niña no coincide demasiado con el testimonio del resto de aldeanos. Creo que deberíamos insistirle un poco más."
"Ouça, não estou bravo, mas preciso que você me diga a verdade. Por que você mentiu sobre a Sombra?","Listen, I'm not angry, but I need you to tell me the truth. Why did you lie about the Shade?","Mira, no estoy enfadado. Pero necesito que me digas la verdad. ¿Por qué mentiste con lo de la Sombra?"
"Eu NÃO estou mentindo! Eu a vi! Era grande e assustadora e ... e ... e grande!","I'm NOT lying! I saw it! It was big and scary and...and...and big!","¡No estoy mintiendo! ¡La vi! Era grande y terrorífica y... y... ¡y grande!"
"Então diga-nos: Em qual localização você NÃO viu a Sombra?","Tell us this, then: In which location did you NOT see the Shade?","Entonces, dinos esto: ¿dónde no viste a la Sombra?"
"Você é estranho. Mas, hum, eu acho que não vi perto do portão norte ou na colina à oeste.","You're weird. But, um, I guess I didn't see it near the northern gate or on the hill to the west.","Qué raro eres. Pero, eh, creo que no la vi cerca de la puerta norte ni en la colina que hay al oeste."
"O monstro não está no portão norte ou na colina oeste. Certo?","The monster isn't at the northern gate or the western hill. Okay?","El monstruo no está ni en la puerta norte ni en la colina del oeste. ¿Vale?"
"Muito bem.","Very well.","Muy bien."
"Aí está ele.","There it is.","Lo tengo."
"Aquela criança deve ter tentado protegê-lo.","That kid must have been trying to protect it.","La niña debe haber intentado protegerla."
"Uma história emocionante, mas humanos e Sombras não podem coexistir. É melhor derrotar esse monstro enquanto podemos.","A touching story, but humans and Shades cannot coexist. We'd best defeat this monster while we can.","Una historia conmovedora, pero los humanos y las Sombras no pueden coexistir. Será mejor que derrotemos a ese monstruo lo antes posible."
"Concordo...","Agreed...","Supongo que sí."
"Muito obrigado. Eu estava tendo problemas para dormir sabendo que haviam Sombras em nossa cidade!","Thanks so much. I was having trouble sleeping knowing there were Shades in our very town!","Muchas gracias. ¡No podía dormir sabiendo que había Sombras en nuestro pueblo!"
"Espero que seja a última vez que ouvimos falar de Sombras entrando na vila...","I hope that'll be the last we hear of Shades getting into the village...","Esperemos que no vuelva a aparecer ninguna Sombra en la aldea..."
"Hmm, ele não está aqui. Eu me pergunto para onde ele foi...","Hmm, he's not here. I wonder where he went...","Mmm, no está por aquí. ¿Dónde se habrá metido?"
"Ei, já faz um tempo. Como você está?","Hey, it's been a while. How are you?","Anda, cuánto tiempo. ¿Cómo estás?"
"Ótimo, obrigado! Minhas Frésias estão vendendo como água!","Great, thanks! My freesias are selling like hotcakes!","¡Genial, gracias! ¡Mis fresias se están vendiendo como rosquillas!"
"Bom saber. Mas, ei, quem é aquela?","Good to hear. But hey, who's that?","Me alegro. Oye, ¿quiénes son?"
"São minha esposa e filho.","That's my wife and son.","Mi mujer y mi hijo."
"Espera, você se casou?","Wait, you got married?","Espera, ¿te has casado?"
"Sim, decidi que era hora de seguir em frente. ...Aliás, você está procurando trabalho?","Yeah, I decided it was time to move on. ...By the way, are you looking for work?","Sí, pensé que ya era hora de dar un paso adelante... Por cierto, ¿estás buscando trabajo?"
"Sempre. O que precisa?","Always. What do you need?","Como siempre. ¿Qué necesitas?"
"Tenho um cliente em Facade que precisa de uma Frésia, e estava esperando que você fizesse a entrega.","I have a customer in Facade who needs a freesia, and I was hoping you'd make the delivery.","Tengo un cliente en Fachada que necesita una fresia y me vendría bien que hicieras la entrega."
"Meu cliente administra a Loja de Materiais lá. Sei que é um pouco fora de mão, mas...","My customer runs the material shop over there. I know it's a bit out of the way, but...","Mi cliente lleva la tienda de materiales de allí. Sé que no te pilla de camino, pero..."
"Não é grande coisa.","It's no big deal.","No pasa nada."
"Obrigado!","Thanks! ","¡Gracias! "
"Entregue uma Frésia para Facade por mim, tudo bem?","Deliver a freesia to Facade for me, all right?","Entrega una fresia en Fachada por mí, ¿vale?"
"Ei. Você está esperando uma Frésia?","Hey. You expecting a freesia?","¿Estás esperando una fresia?"
"(Oh meu Deus... Isso certamente traz lembranças.)","(Oh my... This certainly brings back memories.)","(Ay... Esto me trae recuerdos)."
"Memórias do quê?","Memories of what?","¿Qué clase de recuerdos?"
"(De muitas coisas, tanto agradáveis quanto tristes. Eu costumava morar em Aerie, sabe.)","(Of many things, both pleasant and sad. I used to live in The Aerie, you see.)","(De muchas cosas, alegres y tristes. Antes vivía en Nido del Águila, ¿sabes?)."
